,total_income,pl_ratio,profit_count,loss_count,exit_count,sma,ema,sma_len,ema_len,atr_rot,year,expected
0,127061.26339627989,0.625,55,33,18,30,150,30,30,3,2023-01-01,
0,75147.14704993929,0.4761904761904761,50,55,0,50,190,40,40,1,2023-01-01,
0,518846.6717503894,0.571150097465887,293,220,35,20,170,10,5,2,2023-01-01,
0,284334.374367552,0.6395759717314488,181,102,96,30,190,15,10,4,2023-01-01,
0,381629.5707033448,0.6151515151515151,203,127,10,60,180,25,20,2,2023-01-01,
0,440765.3650794837,0.7264705882352941,247,93,63,50,160,20,15,3,2023-01-01,
0,139501.59499793407,0.6666666666666666,62,31,15,40,170,35,35,3,2023-01-01,
0,123115.49914323913,0.7682926829268293,63,19,24,30,150,30,30,4,2023-01-01,
0,129067.65184086635,0.5428571428571428,57,48,0,50,190,40,40,2,2023-01-01,
0,466681.2601502139,0.5964912280701754,272,184,92,20,170,10,5,3,2023-01-01,
0,228952.5179865127,0.4625,148,172,14,30,190,15,15,1,2023-01-01,
0,338128.83257845,0.6303630363036303,191,112,37,60,180,25,20,3,2023-01-01,
0,405071.9319996566,0.7458745874587459,226,77,100,50,160,20,15,4,2023-01-01,
0,126831.77043506672,0.7176470588235294,61,24,23,40,170,35,35,4,2023-01-01,
0,63814.946930159334,0.3617021276595745,34,60,3,30,150,30,35,1,2023-01-01,
0,111614.1431284632,0.6057692307692307,63,41,1,50,190,40,40,3,2023-01-01,
0,388656.2238894043,0.6397984886649875,254,143,151,20,170,10,5,4,2023-01-01,
0,336469.2742834197,0.5588235294117647,171,135,28,30,190,15,15,2,2023-01-01,
0,267363.20892338344,0.6423357664233577,176,98,66,60,180,25,20,4,2023-01-01,
0,308175.93579665746,0.4913793103448275,171,177,8,50,160,20,20,1,2023-01-01,
0,108382.53280026103,0.5098039215686274,52,50,4,40,170,35,40,1,2023-01-01,
0,134449.93833482385,0.5681818181818182,50,38,9,30,150,30,35,2,2023-01-01,
0,88460.06740165105,0.5876288659793815,57,40,8,50,190,40,40,4,2023-01-01,
0,363312.15327358095,0.4770642201834862,208,228,7,20,170,10,10,1,2023-01-01,
0,312418.5012840428,0.6218181818181818,171,104,59,30,190,15,15,3,2023-01-01,
0,283194.5221504407,0.4948096885813148,143,146,5,60,180,25,25,1,2023-01-01,
0,413906.06596227776,0.6503067484662577,212,114,30,50,160,20,20,2,2023-01-01,
0,154177.4095652165,0.68,68,32,6,40,170,35,40,2,2023-01-01,
0,122253.92474661556,0.6419753086419753,52,29,16,30,150,30,35,3,2023-01-01,
0,576807.1936292287,0.471813725490196,385,431,18,60,150,5,5,1,2023-01-01,
0,449642.1732792317,0.5576923076923077,232,184,27,20,170,10,10,2,2023-01-01,
0,242642.5352669924,0.6482213438735178,164,89,81,30,190,15,15,4,2023-01-01,
0,340563.4380431627,0.6118881118881119,175,111,8,60,180,25,25,2,2023-01-01,
0,396379.11405619833,0.7281879194630873,217,81,58,50,160,20,20,3,2023-01-01,
0,135524.19871427712,0.6413043478260869,59,33,14,40,170,35,40,3,2023-01-01,
0,127054.83362409953,0.7894736842105263,60,16,21,30,150,30,35,4,2023-01-01,
0,757388.8735122669,0.5913838120104439,453,313,68,60,150,5,5,2,2023-01-01,
0,375313.7647640509,0.5956284153005464,218,148,77,20,170,10,10,3,2023-01-01,
0,233720.50664880243,0.4718309859154929,134,150,13,30,190,15,20,1,2023-01-01,
0,294852.13563633687,0.6387832699619772,168,95,31,60,180,25,25,3,2023-01-01,
0,113377.47420781208,0.6823529411764706,58,27,21,40,170,35,40,4,2023-01-01,
0,369999.5625232802,0.7624521072796935,199,62,95,50,160,20,20,4,2023-01-01,
0,36280.78064582667,0.3516483516483517,32,59,3,30,150,30,40,1,2023-01-01,
0,751207.9471606608,0.6454802259887006,457,251,126,60,150,5,5,3,2023-01-01,
0,337933.4129728656,0.6435045317220544,213,118,112,20,170,10,10,4,2023-01-01,
0,332227.77128974407,0.5656934306569343,155,119,23,30,190,15,20,2,2023-01-01,
0,227233.2091743789,0.6378600823045267,155,88,51,60,180,25,25,4,2023-01-01,
0,158805.59613781184,0.5662650602409639,94,72,6,40,170,40,5,1,2023-01-01,
0,296671.20197822,0.4886731391585761,151,158,8,50,160,20,25,1,2023-01-01,
0,120749.19176455191,0.5697674418604651,49,37,8,30,150,30,40,2,2023-01-01,
0,715499.6116326693,0.6740506329113924,426,206,202,60,150,5,5,4,2023-01-01,
0,336561.6928211122,0.4918918918918919,182,188,6,20,170,10,15,1,2023-01-01,
0,298397.41249960475,0.6122448979591837,150,95,52,30,190,15,20,3,2023-01-01,
0,186985.8355430297,0.6257668711656442,102,61,9,40,170,40,5,2,2023-01-01,
0,275246.1800503852,0.4904942965779467,129,134,3,60,180,25,30,1,2023-01-01,
0,388702.87449642946,0.6701388888888888,193,95,29,50,160,20,25,2,2023-01-01,
0,112235.11338470232,0.6493506493506493,50,27,17,30,150,30,40,3,2023-01-01,
0,548918.3988595336,0.4890510948905109,335,350,17,60,150,5,10,1,2023-01-01,
0,420289.75307754567,0.5742857142857143,201,149,26,20,170,10,15,2,2023-01-01,
0,249629.3259342095,0.6578947368421053,150,78,69,30,190,15,20,4,2023-01-01,
0,171642.27222438582,0.6620689655172414,96,49,27,40,170,40,5,3,2023-01-01,
0,339758.4414032394,0.6307692307692307,164,96,6,60,180,25,30,2,2023-01-01,
0,117714.21927542548,0.8082191780821918,59,14,21,30,150,30,40,4,2023-01-01,
0,383777.3631149279,0.7350746268656716,197,71,49,50,160,20,25,3,2023-01-01,
0,661775.3497403491,0.5940438871473355,379,259,64,60,150,5,10,2,2023-01-01,
0,364456.0808722123,0.6282894736842105,191,113,72,20,170,10,15,3,2023-01-01,
0,207555.53771544748,0.4745098039215686,121,134,12,30,190,15,25,1,2023-01-01,
0,146119.75012821483,0.6791044776119403,91,43,38,40,170,40,5,4,2023-01-01,
0,297785.0129346772,0.6557377049180327,160,84,22,60,180,25,30,3,2023-01-01,
0,139910.13572561753,0.525974025974026,81,73,2,30,150,35,5,1,2023-01-01,
0,334832.50267904473,0.7721518987341772,183,54,80,50,160,20,25,4,2023-01-01,
0,654761.8315288306,0.648972602739726,379,205,118,60,150,5,10,3,2023-01-01,
0,314492.6594267913,0.6788321167883211,186,88,102,20,170,10,15,4,2023-01-01,
0,323273.63394913526,0.5918367346938775,145,100,22,30,190,15,25,2,2023-01-01,
0,113294.12602751798,0.5441176470588235,74,62,6,40,170,40,10,1,2023-01-01,
0,171792.44334785768,0.610738255033557,91,58,7,30,150,35,5,2,2023-01-01,
0,225070.4065432649,0.6444444444444445,145,80,41,60,180,25,30,4,2023-01-01,
0,273172.39720765676,0.5140845070422535,146,138,8,50,160,20,30,1,2023-01-01,
0,622416.5758466275,0.6947162426614482,355,156,191,60,150,5,10,4,2023-01-01,
0,323309.49117989093,0.4985337243401759,170,171,5,20,170,10,20,1,2023-01-01,
0,288646.5143048707,0.6343612334801763,144,83,40,30,190,15,25,3,2023-01-01,
0,145407.52269445016,0.631578947368421,84,49,9,40,170,40,10,2,2023-01-01,
0,172439.72138189262,0.625,85,51,20,30,150,35,5,3,2023-01-01,
0,271117.9729095295,0.4958677685950413,120,122,2,60,180,25,35,1,2023-01-01,
0,367336.2916513521,0.6641509433962264,176,89,27,50,160,20,30,2,2023-01-01,
0,467429.27871120913,0.4857621440536013,290,307,18,60,150,5,15,1,2023-01-01,
0,394942.0622322589,0.56656346749226,183,140,23,20,170,10,20,2,2023-01-01,
0,233441.5822232424,0.6698113207547169,142,70,55,30,190,15,25,4,2023-01-01,
0,137753.66784469137,0.6410256410256411,75,42,25,40,170,40,10,3,2023-01-01,
0,157484.13735853366,0.7563025210084033,90,29,37,30,150,35,5,4,2023-01-01,
0,341537.896903177,0.6639004149377593,160,81,3,60,180,25,35,2,2023-01-01,
0,352980.72205546,0.75,183,61,48,50,160,20,30,3,2023-01-01,
0,571176.3432604267,0.5996376811594203,331,221,63,60,150,5,15,2,2023-01-01,
0,205445.37476877056,0.4830508474576271,114,122,12,30,190,15,30,1,2023-01-01,
0,342755.5086264859,0.6159420289855072,170,106,70,20,170,10,20,3,2023-01-01,
0,113096.94246066478,0.6857142857142857,72,33,37,40,170,40,10,4,2023-01-01,
0,107991.54571828764,0.5213675213675214,61,56,2,30,150,35,10,1,2023-01-01,
0,287350.30678928614,0.6828193832599119,155,72,17,60,180,25,35,3,2023-01-01,
0,305446.64167486655,0.7685185185185185,166,50,76,50,160,20,30,4,2023-01-01,
0,580214.3502659814,0.6515748031496063,331,177,107,60,150,5,15,3,2023-01-01,
0,313104.0577936137,0.6079295154185022,138,89,21,30,190,15,30,2,2023-01-01,
0,276664.5546339918,0.6587301587301587,166,86,94,20,170,10,20,4,2023-01-01,
0,88310.06984747728,0.5523809523809524,58,47,5,40,170,40,15,1,2023-01-01,
0,132056.06171196993,0.6052631578947368,69,45,5,30,150,35,10,2,2023-01-01,
0,221513.21568917783,0.6729857819905213,142,69,33,60,180,25,35,4,2023-01-01,
0,254132.1537319148,0.5119047619047619,129,123,6,50,160,20,35,1,2023-01-01,
0,556076.6380518127,0.7004504504504504,311,133,171,60,150,5,15,4,2023-01-01,
0,269481.6154034653,0.6415094339622641,136,76,36,30,190,15,30,3,2023-01-01,
0,316504.187829947,0.5109717868338558,163,156,5,20,170,10,25,1,2023-01-01,
0,115536.65127336104,0.6504854368932039,67,36,7,40,170,40,15,2,2023-01-01,
0,128137.54489342398,0.6203703703703703,67,41,11,30,150,35,10,3,2023-01-01,
0,257916.11788852164,0.4805194805194805,111,120,2,60,180,25,40,1,2023-01-01,
0,357857.8582375691,0.688034188034188,161,73,24,50,160,20,35,2,2023-01-01,
0,458492.4345941758,0.497164461247637,263,266,17,60,150,5,20,1,2023-01-01,
0,212945.73317368532,0.6733668341708543,134,65,49,30,190,15,30,4,2023-01-01,
0,383032.5376387932,0.5728476821192053,173,129,22,20,170,10,25,2,2023-01-01,
0,114126.50408276296,0.6666666666666666,60,30,20,40,170,40,15,3,2023-01-01,
0,130630.66787935609,0.7578947368421053,72,23,24,30,150,35,10,4,2023-01-01,
0,324849.22959952115,0.6550218340611353,150,79,4,60,180,25,40,2,2023-01-01,
0,344579.5237189003,0.7793427230046949,166,47,45,50,160,20,35,3,2023-01-01,
0,535700.6639495448,0.6086065573770492,297,191,58,60,150,5,20,2,2023-01-01,
0,195714.44995963643,0.4821428571428571,108,116,11,30,190,15,35,1,2023-01-01,
0,330313.70080380555,0.6192307692307693,161,99,64,20,170,10,25,3,2023-01-01,
0,90039.36298066594,0.6951219512195121,57,25,28,40,170,40,15,4,2023-01-01,
0,99077.32086838243,0.504950495049505,51,50,0,30,150,35,15,1,2023-01-01,
0,282230.692466585,0.6651376146788991,145,73,15,60,180,25,40,3,2023-01-01,
0,301939.84869797295,0.8072916666666666,155,37,66,50,160,20,35,4,2023-01-01,
0,534207.8404966113,0.6495535714285714,291,157,98,60,150,5,20,3,2023-01-01,
0,301629.38549203123,0.5972222222222222,129,87,19,30,190,15,35,2,2023-01-01,
0,275809.7239728514,0.6652719665271967,159,80,85,20,170,10,25,4,2023-01-01,
0,71591.86710915691,0.5465116279069767,47,39,4,40,170,40,20,1,2023-01-01,
0,111783.02886590527,0.5858585858585859,58,41,2,30,150,35,15,2,2023-01-01,
0,212477.08594481015,0.665,133,67,33,60,180,25,40,4,2023-01-01,
0,241838.61168898037,0.5333333333333333,120,105,5,50,160,20,40,1,2023-01-01,
0,520242.3845801847,0.7043701799485861,274,115,157,60,150,5,20,4,2023-01-01,
0,263315.168908549,0.6633165829145728,132,67,36,30,190,15,35,3,2023-01-01,
0,317947.0293913795,0.5247524752475248,159,144,5,20,170,10,30,1,2023-01-01,
0,106193.9232254666,0.6823529411764706,58,27,5,40,170,40,20,2,2023-01-01,
0,114141.06319731384,0.6170212765957447,58,36,7,30,150,35,15,3,2023-01-01,
0,352249.76672645163,0.4902912621359223,202,210,3,60,180,30,5,1,2023-01-01,
0,337061.18098640954,0.7233009708737864,149,57,24,50,160,20,40,2,2023-01-01,
0,419409.94087586855,0.4873949579831932,232,244,17,60,150,5,25,1,2023-01-01,
0,203504.83306684167,0.6789473684210526,129,61,45,30,190,15,35,4,2023-01-01,
0,378170.9256908819,0.5729166666666666,165,123,20,20,170,10,30,2,2023-01-01,
0,101313.68401927792,0.6891891891891891,51,23,16,40,170,40,20,3,2023-01-01,
0,102813.13321086304,0.7530864197530864,61,20,20,30,150,35,15,4,2023-01-01,
0,418292.736666925,0.6029776674937966,243,160,12,60,180,30,5,2,2023-01-01,
0,330431.10354926815,0.7967914438502673,149,38,43,50,160,20,40,3,2023-01-01,
0,488751.842243206,0.6004566210045662,263,175,55,60,150,5,25,2,2023-01-01,
0,196859.00974275655,0.5024390243902439,103,102,9,30,190,15,40,1,2023-01-01,
0,320555.1291809578,0.6234817813765182,154,93,61,20,170,10,30,3,2023-01-01,
0,81418.29716516884,0.7164179104477612,48,19,23,40,170,40,20,4,2023-01-01,
0,74811.62680716996,0.4938271604938271,40,41,0,30,150,35,20,1,2023-01-01,
0,408439.56096987054,0.6322751322751323,239,139,37,60,180,30,5,3,2023-01-01,
0,290406.0146466379,0.8493975903614458,141,25,64,50,160,20,40,4,2023-01-01,
0,508931.68005213747,0.6725,269,131,93,60,150,5,25,3,2023-01-01,
0,298312.5640788108,0.6192893401015228,122,75,17,30,190,15,40,2,2023-01-01,
0,264573.24564910674,0.6666666666666666,152,76,80,20,170,10,30,4,2023-01-01,
0,75466.18227711233,0.5657894736842105,43,33,4,40,170,40,25,1,2023-01-01,
0,93330.5479970505,0.5925925925925926,48,33,0,30,150,35,20,2,2023-01-01,
0,302694.61825202696,0.6257309941520468,214,128,73,60,180,30,5,4,2023-01-01,
0,344520.2514888605,0.4810690423162583,216,233,11,50,160,25,5,1,2023-01-01,
0,518556.9812275968,0.7344632768361582,260,94,139,60,150,5,25,4,2023-01-01,
0,259629.5784959806,0.6830601092896175,125,58,31,30,190,15,40,3,2023-01-01,
0,321046.41578535066,0.5376712328767124,157,135,4,20,170,10,35,1,2023-01-01,
0,108298.13359004882,0.6973684210526315,53,23,4,40,170,40,25,2,2023-01-01,
0,98549.6313836706,0.6447368421052632,49,27,5,30,150,35,20,3,2023-01-01,
0,262064.40564147185,0.4590163934426229,168,198,3,60,180,30,10,1,2023-01-01,
0,475773.0489736004,0.6226851851851852,269,163,28,50,160,25,5,2,2023-01-01,
0,378612.151805682,0.4744186046511628,204,226,19,60,150,5,30,1,2023-01-01,
0,202876.3716447109,0.7011494252873564,122,52,40,30,190,15,40,4,2023-01-01,
0,380218.65661610576,0.5899280575539568,164,114,18,20,170,10,35,2,2023-01-01,
0,108027.0257122268,0.7164179104477612,48,19,13,40,170,40,25,3,2023-01-01,
0,89017.49346963919,0.7878787878787878,52,14,15,30,150,35,20,4,2023-01-01,
0,367683.4169458982,0.584958217270195,210,149,10,60,180,30,10,2,2023-01-01,
0,519527.43360939977,0.6970443349753694,283,123,54,50,160,25,5,3,2023-01-01,
0,462403.7742353665,0.5934343434343434,235,161,53,60,150,5,30,2,2023-01-01,
0,256332.46206677065,0.4613095238095238,155,181,12,30,190,20,5,1,2023-01-01,
0,322320.97930700314,0.6348547717842323,153,88,55,20,170,10,35,3,2023-01-01,
0,86000.67151343437,0.7580645161290323,47,15,18,40,170,40,25,4,2023-01-01,
0,45655.634979868766,0.4383561643835616,32,41,0,30,150,35,25,1,2023-01-01,
0,337929.128567094,0.6208955223880597,208,127,34,60,180,30,10,3,2023-01-01,
0,439367.40568992984,0.7193460490463215,264,103,93,50,160,25,5,4,2023-01-01,
0,485149.2882536361,0.6871508379888268,246,112,91,60,150,5,30,3,2023-01-01,
0,364680.482226483,0.58125,186,134,28,30,190,20,5,2,2023-01-01,
0,262832.49293101433,0.6756756756756757,150,72,74,20,170,10,35,4,2023-01-01,
0,62792.215949939055,0.5616438356164384,41,32,3,40,170,40,30,1,2023-01-01,
0,75246.75658302108,0.5616438356164384,41,32,0,30,150,35,25,2,2023-01-01,
0,256651.03215052845,0.6179401993355482,186,115,68,60,180,30,10,4,2023-01-01,
0,334343.95807386644,0.4907651715039577,186,193,13,50,160,25,10,1,2023-01-01,
0,468600.4321662835,0.75,234,78,137,60,150,5,30,4,2023-01-01,
0,319412.08548031567,0.6306620209059234,181,106,61,30,190,20,5,3,2023-01-01,
0,318113.3867133969,0.5317725752508361,159,140,4,20,170,10,40,1,2023-01-01,
0,98394.269944786,0.684931506849315,50,23,3,40,170,40,30,2,2023-01-01,
0,87662.36931809716,0.6323529411764706,43,25,5,30,150,35,25,3,2023-01-01,
0,265664.6672983032,0.4672619047619047,157,179,2,60,180,30,15,1,2023-01-01,
0,416161.82595256297,0.6336088154269972,230,133,29,50,160,25,10,2,2023-01-01,
0,311656.22954233666,0.4825737265415549,180,193,19,60,150,5,35,1,2023-01-01,
0,290891.9849760631,0.6415094339622641,170,95,83,30,190,20,5,4,2023-01-01,
0,383170.30558452354,0.5894736842105263,168,117,18,20,170,10,40,2,2023-01-01,
0,101466.98685125633,0.6875,44,20,12,40,170,40,30,3,2023-01-01,
0,77045.928092043,0.7796610169491526,46,13,14,30,150,35,25,4,2023-01-01,
0,347839.16310312285,0.5878787878787879,194,136,8,60,180,30,15,2,2023-01-01,
0,442946.96323102526,0.7134502923976608,244,98,50,50,160,25,10,3,2023-01-01,
0,396555.033496235,0.6094674556213018,206,132,54,60,150,5,35,2,2023-01-01,
0,230457.57389320905,0.4635761589403973,140,162,13,30,190,20,10,1,2023-01-01,
0,321909.439061624,0.636,159,91,53,20,170,10,40,3,2023-01-01,
0,77686.9941284923,0.7457627118644068,44,15,17,40,170,40,30,4,2023-01-01,
0,50128.32483197197,0.4328358208955223,29,38,1,30,150,35,30,1,2023-01-01,
0,325462.74497173226,0.6221498371335505,191,116,31,60,180,30,15,3,2023-01-01,
0,383596.8063211948,0.7320261437908496,224,82,86,50,160,25,10,4,2023-01-01,
0,425003.7621447297,0.6983606557377049,213,92,87,60,150,5,35,3,2023-01-01,
0,338241.86529058905,0.5625,162,126,27,30,190,20,10,2,2023-01-01,
0,76270.80281461336,0.5753424657534246,42,31,3,40,170,40,35,1,2023-01-01,
0,260314.00683036033,0.6666666666666666,154,77,72,20,170,10,40,4,2023-01-01,
0,75972.88011668634,0.5671641791044776,38,29,1,30,150,35,30,2,2023-01-01,
0,260821.60356510847,0.6294964028776978,175,103,60,60,180,30,15,4,2023-01-01,
0,292718.74722755863,0.4819277108433735,160,172,11,50,160,25,15,1,2023-01-01,
0,435783.72876737686,0.7765151515151515,205,59,128,60,150,5,35,4,2023-01-01,
0,286511.81699561264,0.622568093385214,160,97,58,30,190,20,10,3,2023-01-01,
0,107529.91621495577,0.6986301369863014,51,22,3,40,170,40,35,2,2023-01-01,
0,82346.83406784543,0.6290322580645161,39,23,6,30,150,35,30,3,2023-01-01,
0,294781.20734867244,0.4665071770334928,195,223,9,20,170,15,5,1,2023-01-01,
0,243795.82048948665,0.4784053156146179,144,157,2,60,180,30,20,1,2023-01-01,
0,364743.78853872983,0.6285714285714286,198,117,28,50,160,25,15,2,2023-01-01,
0,317607.8999522759,0.5029411764705882,171,169,17,60,150,5,40,1,2023-01-01,
0,257118.9509217627,0.6398305084745762,151,85,79,30,190,20,10,4,2023-01-01,
0,109389.8203138487,0.7230769230769231,47,18,11,40,170,40,35,3,2023-01-01,
0,75270.02906704652,0.7962962962962963,43,11,14,30,150,35,30,4,2023-01-01,
0,426575.6542732478,0.5707070707070707,226,170,31,20,170,15,5,2,2023-01-01,
0,320469.4002333061,0.5844594594594594,173,123,7,60,180,30,20,2,2023-01-01,
0,389760.30980520905,0.7441077441077442,221,76,46,50,160,25,15,3,2023-01-01,
0,363078.2610629291,0.6091205211726385,187,120,50,60,150,5,40,2,2023-01-01,
0,206580.4441924348,0.4606741573033708,123,144,10,30,190,20,15,1,2023-01-01,
0,88416.7150023195,0.7457627118644068,44,15,17,40,170,40,35,4,2023-01-01,
0,54043.1354383564,0.4666666666666667,28,32,0,30,150,35,35,1,2023-01-01,
0,384193.76544107235,0.5845272206303725,204,145,78,20,170,15,5,3,2023-01-01,
0,291421.6227972909,0.6145454545454545,169,106,28,60,180,30,20,3,2023-01-01,
0,346870.9151018898,0.75,201,67,75,50,160,25,15,4,2023-01-01,
0,393472.78137431375,0.7032967032967034,192,81,84,60,150,5,40,3,2023-01-01,
0,302061.91787824576,0.57421875,147,109,21,30,190,20,15,2,2023-01-01,
0,73464.17864194879,0.5633802816901409,40,31,3,40,170,40,40,1,2023-01-01,
0,74274.57159725636,0.5833333333333334,35,25,0,30,150,35,35,2,2023-01-01,
0,305992.66824110877,0.6205787781350482,193,118,116,20,170,15,5,4,2023-01-01,
0,224919.80816609904,0.6194331983805668,153,94,56,60,180,30,20,4,2023-01-01,
0,280484.6997892602,0.4709897610921502,138,155,8,50,160,25,20,1,2023-01-01,
0,417729.52469827305,0.7883817427385892,190,51,116,60,150,5,40,4,2023-01-01,
0,259942.41289059137,0.6123348017621145,139,88,50,30,190,20,15,3,2023-01-01,
0,103268.90245242516,0.6619718309859155,47,24,3,40,170,40,40,2,2023-01-01,
0,82896.53483502,0.6785714285714286,38,18,4,30,150,35,35,3,2023-01-01,
0,211247.3089238116,0.4610778443113772,154,180,6,20,170,15,10,1,2023-01-01,
0,200063.79164822696,0.4538461538461538,118,142,2,60,180,30,25,1,2023-01-01,
0,333167.6250653094,0.6245487364620939,173,104,24,50,160,25,20,2,2023-01-01,
0,520919.14294201974,0.4654255319148936,350,402,14,60,150,10,5,1,2023-01-01,
0,214401.64789998264,0.6411483253588517,134,75,68,30,190,20,15,4,2023-01-01,
0,108228.6071176325,0.703125,45,19,10,40,170,40,40,3,2023-01-01,
0,74201.19116235164,0.8367346938775511,41,8,11,30,150,35,35,4,2023-01-01,
0,370437.05447638495,0.5566037735849056,177,141,22,20,170,15,10,2,2023-01-01,
0,282498.83706297836,0.5859375,150,106,6,60,180,30,25,2,2023-01-01,
0,348918.41168036056,0.7384615384615385,192,68,41,50,160,25,20,3,2023-01-01,
0,709242.823201132,0.594632768361582,421,287,58,60,150,10,5,2,2023-01-01,
0,225951.2098067087,0.4769874476987448,114,125,10,30,190,20,20,1,2023-01-01,
0,85182.1672678954,0.711864406779661,42,17,15,40,170,40,40,4,2023-01-01,
0,37773.41839090235,0.4576271186440678,27,32,0,30,150,35,40,1,2023-01-01,
0,303863.04028856143,0.5755395683453237,160,118,62,20,170,15,10,3,2023-01-01,
0,250283.5661148026,0.620253164556962,147,90,25,60,180,30,25,3,2023-01-01,
0,314257.4802930077,0.7652173913043478,176,54,71,50,160,25,20,4,2023-01-01,
0,717275.9309585269,0.6539634146341463,429,227,110,60,150,10,5,3,2023-01-01,
0,300904.6904815293,0.5851528384279476,134,95,20,30,190,20,20,2,2023-01-01,
0,450139.4714422833,0.4682274247491639,280,318,15,40,180,5,5,1,2023-01-01,
0,69037.53222320726,0.5932203389830508,35,24,0,30,150,35,40,2,2023-01-01,
0,251838.0938357939,0.6186770428015564,159,98,83,20,170,15,10,4,2023-01-01,
0,191272.0769544929,0.6238532110091743,136,82,44,60,180,30,25,4,2023-01-01,
0,279653.97812987276,0.4716981132075472,125,140,8,50,160,25,25,1,2023-01-01,
0,665915.6450949498,0.6746987951807228,392,189,185,60,150,10,5,4,2023-01-01,
0,248934.3251531549,0.6059113300492611,123,80,46,30,190,20,20,3,2023-01-01,
0,78409.03002367991,0.6851851851851852,37,17,5,30,150,35,40,3,2023-01-01,
0,531107.4975086367,0.5766550522648084,331,243,39,40,180,5,5,2,2023-01-01,
0,218812.7197463258,0.4843205574912892,139,148,5,20,170,15,15,1,2023-01-01,
0,194790.1560562807,0.4556962025316455,108,129,1,60,180,30,30,1,2023-01-01,
0,316739.03687218064,0.6506024096385542,162,87,24,50,160,25,25,2,2023-01-01,
0,224774.08763622303,0.6473684210526316,123,67,59,30,190,20,20,4,2023-01-01,
0,510222.42193432775,0.4817749603803486,304,327,14,60,150,10,10,1,2023-01-01,
0,76787.15031430821,0.8571428571428571,42,7,10,30,150,35,40,4,2023-01-01,
0,517517.5293519737,0.6201550387596899,320,196,97,40,180,5,5,3,2023-01-01,
0,365523.5597803605,0.5977859778597786,162,109,21,20,170,15,15,2,2023-01-01,
0,280573.30339053576,0.6068376068376068,142,92,4,60,180,30,30,2,2023-01-01,
0,339918.10608037235,0.7426160337552743,176,61,36,50,160,25,25,3,2023-01-01,
0,209149.03030718776,0.4859813084112149,104,110,9,30,190,20,25,1,2023-01-01,
0,626793.9081618193,0.5996621621621622,355,237,53,60,150,10,10,2,2023-01-01,
0,73587.74679281915,0.5432098765432098,44,37,1,30,150,40,5,1,2023-01-01,
0,452481.7226089061,0.6716417910447762,315,154,144,40,180,5,5,4,2023-01-01,
0,310038.6711587096,0.6186440677966102,146,90,56,20,170,15,15,3,2023-01-01,
0,254176.5254592312,0.639269406392694,140,79,19,60,180,30,30,3,2023-01-01,
0,279957.10482771066,0.7725118483412322,163,48,62,50,160,25,25,4,2023-01-01,
0,298888.8137042598,0.6274509803921569,128,76,19,30,190,20,25,2,2023-01-01,
0,624800.7605712523,0.65625,357,187,101,60,150,10,10,3,2023-01-01,
0,66684.0990379663,0.6075949367088608,48,31,3,30,150,40,5,2,2023-01-01,
0,365926.92376959894,0.4688715953307393,241,273,14,40,180,5,10,1,2023-01-01,
0,249081.89359839415,0.6604651162790698,142,73,77,20,170,15,15,4,2023-01-01,
0,190408.9604757557,0.6318407960199005,127,74,37,60,180,30,30,4,2023-01-01,
0,253232.11757130636,0.4958333333333333,119,121,8,50,160,25,30,1,2023-01-01,
0,243172.59062430623,0.6368421052631579,121,69,33,30,190,20,25,3,2023-01-01,
0,82868.7489282022,0.6164383561643836,45,28,9,30,150,40,5,3,2023-01-01,
0,565175.8827211531,0.6900212314225053,325,146,174,60,150,10,10,4,2023-01-01,
0,475813.1043835152,0.5833333333333334,287,205,36,40,180,5,10,2,2023-01-01,
0,209171.09435112693,0.4885496183206106,128,134,4,20,170,15,20,1,2023-01-01,
0,193157.6833365905,0.4629629629629629,100,116,0,60,180,30,35,1,2023-01-01,
0,295795.49039150286,0.6444444444444445,145,80,23,50,160,25,30,2,2023-01-01,
0,208763.3482786613,0.659217877094972,118,61,44,30,190,20,25,4,2023-01-01,
0,73567.60818144504,0.7538461538461538,49,16,17,30,150,40,5,4,2023-01-01,
0,434291.830505064,0.4789762340036563,262,285,14,60,150,10,15,1,2023-01-01,
0,441373.91570392944,0.6109839816933639,267,170,91,40,180,5,10,3,2023-01-01,
0,338917.09092296654,0.5823293172690763,145,104,17,20,170,15,20,2,2023-01-01,
0,283063.42684009887,0.641860465116279,138,77,1,60,180,30,35,2,2023-01-01,
0,309724.231105799,0.7652582159624414,163,50,35,50,160,25,30,3,2023-01-01,
0,191613.19415130035,0.4922279792746113,95,98,9,30,190,20,30,1,2023-01-01,
0,62204.58346741637,0.5925925925925926,32,22,0,30,150,40,10,1,2023-01-01,
0,543253.2498835551,0.6062992125984252,308,200,53,60,150,10,15,2,2023-01-01,
0,364550.3947381814,0.6683544303797468,264,131,133,40,180,5,10,4,2023-01-01,
0,293060.6955074032,0.6046511627906976,130,85,51,20,170,15,20,3,2023-01-01,
0,243876.92763120672,0.6683168316831684,135,67,14,60,180,30,35,3,2023-01-01,
0,251300.860674642,0.7736842105263158,147,43,58,50,160,25,30,4,2023-01-01,
0,281691.87132336496,0.6467391304347826,119,65,18,30,190,20,30,2,2023-01-01,
0,41954.0384477914,0.660377358490566,35,18,1,30,150,40,10,2,2023-01-01,
0,558212.4439276482,0.6581740976645435,310,161,90,60,150,10,15,3,2023-01-01,
0,338712.66879091365,0.4714912280701754,215,241,14,40,180,5,15,1,2023-01-01,
