,total_income,pl_ratio,profit_count,loss_count,exit_count,sma,ema,sma_len,ema_len,atr_rot,year,expected
0,375390.29056880187,0.5860215053763441,218,154,47,40,160,10,20,2,2023-01-01,
0,512093.5724734417,0.6509186351706037,248,133,77,20,190,5,15,3,2023-01-01,
0,137629.1171409277,0.648854961832061,85,46,20,40,190,30,40,4,2023-01-01,
0,152305.61748665193,0.6638655462184874,79,40,39,30,170,25,35,4,2023-01-01,
0,162523.7559117314,0.5436241610738255,81,68,39,20,150,20,30,3,2023-01-01,
0,391144.48072911234,0.618421052631579,188,116,24,50,180,15,25,2,2023-01-01,
0,285571.0788581703,0.7402597402597403,171,60,58,60,160,40,5,4,2023-01-01,
0,384931.75945547235,0.6573208722741433,211,110,98,40,160,10,20,3,2023-01-01,
0,416890.5097678725,0.6827195467422096,241,112,105,20,190,5,15,4,2023-01-01,
0,195916.3047690781,0.5203619909502263,115,106,4,40,190,35,5,1,2023-01-01,
0,114094.38511075704,0.437956204379562,60,77,10,30,170,25,40,1,2023-01-01,
0,167517.75940668143,0.6456692913385826,82,45,61,20,150,20,30,4,2023-01-01,
0,351044.282920131,0.6736111111111112,194,94,40,50,180,15,25,3,2023-01-01,
0,224817.43269572328,0.4938271604938271,120,123,4,60,160,40,10,1,2023-01-01,
0,383907.1883979301,0.7614035087719299,217,68,134,40,160,10,20,4,2023-01-01,
0,458118.1877375761,0.5522388059701493,222,180,14,20,190,5,20,1,2023-01-01,
0,240840.93079876533,0.6186046511627907,133,82,10,40,190,35,5,2,2023-01-01,
0,209769.08928767903,0.5639097744360902,75,58,14,30,170,25,40,2,2023-01-01,
0,72635.8561191691,0.3942857142857143,69,106,2,20,150,20,35,1,2023-01-01,
0,262522.0987037107,0.6931818181818182,183,81,64,50,180,15,25,4,2023-01-01,
0,275926.5199191777,0.6286919831223629,149,88,10,60,160,40,10,2,2023-01-01,
0,261140.6251741598,0.4731182795698925,176,196,13,40,160,10,25,1,2023-01-01,
0,550983.5859347937,0.6306068601583114,239,140,37,20,190,5,20,2,2023-01-01,
0,245044.23400960263,0.6581632653061225,129,67,29,40,190,35,5,3,2023-01-01,
0,194422.29204631492,0.6229508196721312,76,46,25,30,170,25,40,3,2023-01-01,
0,172505.8408490282,0.5,80,80,17,20,150,20,35,2,2023-01-01,
0,287241.8915481839,0.5066666666666667,152,148,10,50,180,15,30,1,2023-01-01,
0,294677.3140945724,0.726457399103139,162,61,24,60,160,40,10,3,2023-01-01,
0,366142.1979211173,0.5905044510385756,199,138,48,40,160,10,25,2,2023-01-01,
0,500948.50653075695,0.6572237960339944,232,121,63,20,190,5,20,3,2023-01-01,
0,219024.45399491707,0.6853932584269663,122,56,47,40,190,35,5,4,2023-01-01,
0,143632.1653941974,0.6756756756756757,75,36,36,30,170,25,40,4,2023-01-01,
0,158509.0512369203,0.5571428571428572,78,62,37,20,150,20,35,3,2023-01-01,
0,409039.41823049466,0.6527777777777778,188,100,22,50,180,15,30,2,2023-01-01,
0,249202.90825700603,0.751269035532995,148,49,50,60,160,40,10,4,2023-01-01,
0,374680.37427334423,0.6631944444444444,191,97,97,40,160,10,25,3,2023-01-01,
0,403151.63056827505,0.6930091185410334,228,101,87,20,190,5,20,4,2023-01-01,
0,164028.72218643426,0.4972375690607735,90,91,4,40,190,35,10,1,2023-01-01,
0,186844.7244722241,0.4859813084112149,104,110,13,30,170,30,5,1,2023-01-01,
0,170602.28737367628,0.6721311475409836,82,40,55,20,150,20,35,4,2023-01-01,
0,366525.1151127607,0.697841726618705,194,84,32,50,180,15,30,3,2023-01-01,
0,195130.65806398427,0.4953703703703703,107,109,4,60,160,40,15,1,2023-01-01,
0,376678.5332715113,0.7628458498023716,193,60,132,40,160,10,25,4,2023-01-01,
0,426690.55018042034,0.5603217158176944,209,164,14,20,190,5,25,1,2023-01-01,
0,193252.28191137133,0.5862068965517241,102,72,11,40,190,35,10,2,2023-01-01,
0,257263.1125393496,0.5728155339805825,118,88,21,30,170,30,5,2,2023-01-01,
0,76119.05415906143,0.398876404494382,71,107,3,20,150,20,40,1,2023-01-01,
0,276922.880334025,0.70703125,181,75,54,50,180,15,30,4,2023-01-01,
0,259915.4321912777,0.6363636363636364,133,76,11,60,160,40,15,2,2023-01-01,
0,242881.1371056498,0.4823529411764706,164,176,12,40,160,10,30,1,2023-01-01,
0,520815.88751618675,0.6338028169014085,225,130,32,20,190,5,25,2,2023-01-01,
0,185087.58412166723,0.6217948717948718,97,59,29,40,190,35,10,3,2023-01-01,
0,218962.24456267385,0.6042780748663101,113,74,40,30,170,30,5,3,2023-01-01,
0,174782.461651453,0.5030674846625767,82,81,18,20,150,20,40,2,2023-01-01,
0,255988.9081042047,0.5035211267605634,143,141,9,50,180,15,35,1,2023-01-01,
0,259720.1015856946,0.7128205128205128,139,56,25,60,160,40,15,3,2023-01-01,
0,369890.0274982979,0.6071428571428571,187,121,44,40,160,10,30,2,2023-01-01,
0,469978.2799195259,0.6575757575757576,217,113,57,20,190,5,25,3,2023-01-01,
0,189548.46448203377,0.673469387755102,99,48,38,40,190,35,10,4,2023-01-01,
0,200709.77004193995,0.6686046511627907,115,57,55,30,170,30,5,4,2023-01-01,
0,154272.49901051878,0.5422535211267606,77,65,39,20,150,20,40,3,2023-01-01,
0,400246.6584212213,0.6618181818181819,182,93,18,50,180,15,35,2,2023-01-01,
0,238998.28740731848,0.7627118644067796,135,42,43,60,160,40,15,4,2023-01-01,
0,365973.777509464,0.6795366795366795,176,83,93,40,160,10,30,3,2023-01-01,
0,381862.350681034,0.6932907348242812,217,96,74,20,190,5,25,4,2023-01-01,
0,148815.08896594172,0.5093167701863354,82,79,2,40,190,35,15,1,2023-01-01,
0,127287.43485325167,0.4733727810650887,80,89,14,30,170,30,10,1,2023-01-01,
0,166816.75106468712,0.648,81,44,56,20,150,20,40,4,2023-01-01,
0,356599.7038063563,0.7116104868913857,190,77,26,50,180,15,35,3,2023-01-01,
0,179325.27987706597,0.5,94,94,4,60,160,40,20,1,2023-01-01,
0,370115.9396435376,0.7947598253275109,182,47,123,40,160,10,30,4,2023-01-01,
0,420212.44273678394,0.5492957746478874,195,160,11,20,190,5,30,1,2023-01-01,
0,173725.64278948278,0.567741935483871,88,67,8,40,190,35,15,2,2023-01-01,
0,216380.17425845657,0.5609756097560976,92,72,19,30,170,30,10,2,2023-01-01,
0,169511.00598433887,0.4552845528455284,112,134,5,20,150,25,5,1,2023-01-01,
0,257214.39401225027,0.7213114754098361,176,68,49,50,180,15,35,4,2023-01-01,
0,229279.97658709236,0.6263736263736264,114,68,10,60,160,40,20,2,2023-01-01,
0,237334.3902374404,0.4876543209876543,158,166,12,40,160,10,35,1,2023-01-01,
0,499776.6061188016,0.6261127596439169,211,126,29,20,190,5,30,2,2023-01-01,
0,180297.2758182552,0.6330935251798561,88,51,24,40,190,35,15,3,2023-01-01,
0,182959.86204202735,0.6,90,60,33,30,170,30,10,3,2023-01-01,
0,289810.6806182541,0.5887445887445888,136,95,20,20,150,25,5,2,2023-01-01,
0,230024.79394366877,0.4736842105263157,126,140,10,50,180,15,40,1,2023-01-01,
0,219825.88411564735,0.6941176470588235,118,52,22,60,160,40,20,3,2023-01-01,
0,360581.43435518455,0.6177474402730375,181,112,43,40,160,10,35,2,2023-01-01,
0,453628.8314234818,0.6603174603174603,208,107,51,20,190,5,30,3,2023-01-01,
0,162644.91223159968,0.676923076923077,88,42,33,40,190,35,15,4,2023-01-01,
0,165931.77075469933,0.6884057971014492,95,43,45,30,170,30,10,4,2023-01-01,
0,230143.90984796348,0.6504854368932039,134,72,45,20,150,25,5,3,2023-01-01,
0,357284.4427063002,0.6342412451361867,163,94,19,50,180,15,40,2,2023-01-01,
0,215045.49151399595,0.7597402597402597,117,37,38,60,160,40,20,4,2023-01-01,
0,363539.78349616943,0.6979591836734694,171,74,91,40,160,10,35,3,2023-01-01,
0,371455.54227723234,0.7,210,90,66,20,190,5,30,4,2023-01-01,
0,144901.50341475502,0.5099337748344371,77,74,2,40,190,35,20,1,2023-01-01,
0,81331.01226847977,0.4274809160305343,56,75,10,30,170,30,15,1,2023-01-01,
0,220495.23414976927,0.7567567567567568,140,45,66,20,150,25,5,4,2023-01-01,
0,326259.38475605357,0.688,172,78,26,50,180,15,40,3,2023-01-01,
0,152889.24736865086,0.4550898203592814,76,91,4,60,160,40,25,1,2023-01-01,
0,367101.0579585163,0.8009259259259259,173,43,120,40,160,10,35,4,2023-01-01,
0,404346.2332552399,0.5529411764705883,188,152,13,20,190,5,35,1,2023-01-01,
0,174599.385078072,0.5850340136054422,86,61,6,40,190,35,20,2,2023-01-01,
0,193712.75015417972,0.5873015873015873,74,52,15,30,170,30,15,2,2023-01-01,
0,100491.78845456862,0.4021739130434782,74,110,4,20,150,25,10,1,2023-01-01,
0,238673.81147536152,0.70995670995671,164,67,45,50,180,15,40,4,2023-01-01,
0,209008.4689363768,0.5987654320987654,97,65,9,60,160,40,25,2,2023-01-01,
0,214874.81588334127,0.4918566775244299,151,156,13,40,160,10,40,1,2023-01-01,
0,482052.08802930766,0.628125,201,119,33,20,190,5,35,2,2023-01-01,
0,169535.11333728387,0.6417910447761194,86,48,19,40,190,35,20,3,2023-01-01,
0,149445.5048355932,0.6106194690265486,69,44,28,30,170,30,15,3,2023-01-01,
0,189330.7250234293,0.5459770114942529,95,79,14,20,150,25,10,2,2023-01-01,
0,346106.0252731999,0.5,223,223,11,50,180,20,5,1,2023-01-01,
0,210977.26159712928,0.7114093959731543,106,43,22,60,160,40,25,3,2023-01-01,
0,336372.54790823173,0.6195652173913043,171,105,44,40,160,10,40,2,2023-01-01,
0,435905.2208848829,0.6677852348993288,199,99,55,20,190,5,35,3,2023-01-01,
0,153511.37156316225,0.6587301587301587,83,43,27,40,190,35,20,4,2023-01-01,
0,138931.1696925678,0.6952380952380952,73,32,36,30,170,30,15,4,2023-01-01,
0,159846.49232549997,0.6038961038961039,93,61,34,20,150,25,10,3,2023-01-01,
0,468500.2263131582,0.6036866359447005,262,172,23,50,180,20,5,2,2023-01-01,
0,200250.1611001582,0.7761194029850746,104,30,37,60,160,40,25,4,2023-01-01,
0,352749.9307286868,0.6939655172413793,161,71,88,40,160,10,40,3,2023-01-01,
0,358135.87943706324,0.704225352112676,200,84,69,20,190,5,35,4,2023-01-01,
0,127040.9633031445,0.4825174825174825,69,74,2,40,190,35,25,1,2023-01-01,
0,74038.85466929701,0.4180327868852459,51,71,10,30,170,30,20,1,2023-01-01,
0,167384.29732184205,0.7299270072992701,100,37,51,20,150,25,10,4,2023-01-01,
0,453948.083074738,0.654320987654321,265,140,52,50,180,20,5,3,2023-01-01,
0,173732.8628851438,0.4935897435897436,77,79,4,60,160,40,30,1,2023-01-01,
0,348476.66682364524,0.8029556650246306,163,40,117,40,160,10,40,4,2023-01-01,
0,401222.3710020271,0.5623100303951368,185,144,13,20,190,5,40,1,2023-01-01,
0,169049.40025728525,0.5857142857142857,82,58,5,40,190,35,25,2,2023-01-01,
0,179495.12789069902,0.5677966101694916,67,51,14,30,170,30,20,2,2023-01-01,
0,61506.74031875296,0.3733333333333333,56,94,3,20,150,25,15,1,2023-01-01,
0,369664.5661133981,0.6657608695652174,245,123,89,50,180,20,5,4,2023-01-01,
0,227672.81929525975,0.6339869281045751,97,56,7,60,160,40,30,2,2023-01-01,
0,356401.4980165869,0.4726277372262774,259,289,17,40,160,15,5,1,2023-01-01,
0,476954.8818647493,0.635483870967742,197,113,32,20,190,5,40,2,2023-01-01,
0,166086.6316577832,0.6589147286821705,85,44,16,40,190,35,25,3,2023-01-01,
0,144531.43835990067,0.6037735849056604,64,42,26,30,170,30,20,3,2023-01-01,
0,132466.84834229207,0.4820143884892086,67,72,14,20,150,25,15,2,2023-01-01,
0,297148.68459060066,0.4861460957178841,193,204,10,50,180,20,10,1,2023-01-01,
0,212688.9655363775,0.7304964539007093,103,38,19,60,160,40,30,3,2023-01-01,
0,537784.9770772117,0.6042884990253411,310,203,52,40,160,15,5,2,2023-01-01,
0,432423.4398626922,0.6701388888888888,193,95,54,20,190,5,40,3,2023-01-01,
0,155709.54411093713,0.6774193548387096,84,40,21,40,190,35,25,4,2023-01-01,
0,137170.62452382306,0.696969696969697,69,30,33,30,170,30,20,4,2023-01-01,
0,116724.87155719667,0.5573770491803278,68,54,31,20,150,25,15,3,2023-01-01,
0,433962.5876466883,0.6010362694300518,232,154,21,50,180,20,10,2,2023-01-01,
0,198656.24927834084,0.7829457364341085,101,28,31,60,160,40,30,4,2023-01-01,
0,544201.6554648408,0.6535947712418301,300,159,106,40,160,15,5,3,2023-01-01,
0,348935.39314736443,0.7153284671532847,196,78,68,20,190,5,40,4,2023-01-01,
0,113934.02478861964,0.4666666666666667,63,72,2,40,190,35,30,1,2023-01-01,
0,88306.01314107863,0.4462809917355372,54,67,10,30,170,30,25,1,2023-01-01,
0,131194.1087331264,0.7037037037037037,76,32,45,20,150,25,15,4,2023-01-01,
0,387216.79867174226,0.6424581005586593,230,128,49,50,180,20,10,3,2023-01-01,
0,167125.3067078161,0.5,72,72,4,60,160,40,35,1,2023-01-01,
0,483790.5423918177,0.7204819277108434,299,116,150,40,160,15,5,4,2023-01-01,
0,518418.1504434692,0.5228628230616302,263,240,14,20,190,10,5,1,2023-01-01,
0,139510.06645148902,0.549618320610687,72,59,6,40,190,35,30,2,2023-01-01,
0,182825.80563404132,0.5726495726495726,67,50,14,30,170,30,25,2,2023-01-01,
0,47180.4521623827,0.3538461538461538,46,84,1,20,150,25,20,1,2023-01-01,
0,309136.31853942364,0.6594427244582043,213,110,84,50,180,20,10,4,2023-01-01,
0,209653.01845992688,0.624113475177305,88,53,7,60,160,40,35,2,2023-01-01,
0,288167.96410222875,0.4621848739495798,220,256,14,40,160,15,10,1,2023-01-01,
0,597475.6706395618,0.6181434599156118,293,181,43,20,190,10,5,2,2023-01-01,
0,141075.17162853928,0.6311475409836066,77,45,15,40,190,35,30,3,2023-01-01,
0,152565.61181070728,0.5904761904761905,62,43,26,30,170,30,25,3,2023-01-01,
0,110348.62123073444,0.4583333333333333,55,65,11,20,150,25,20,2,2023-01-01,
0,274534.5872956079,0.5042016806722689,180,177,8,50,180,20,15,1,2023-01-01,
0,196031.3417598525,0.7272727272727273,96,36,16,60,160,40,35,3,2023-01-01,
0,473609.07118960354,0.6162528216704289,273,170,47,40,160,15,10,2,2023-01-01,
0,572216.3984305133,0.6469248291571754,284,155,78,20,190,10,5,3,2023-01-01,
0,139544.73665826555,0.6581196581196581,77,40,20,40,190,35,30,4,2023-01-01,
0,134313.95671044014,0.7040816326530612,69,29,33,30,170,30,25,4,2023-01-01,
0,100117.58936367228,0.5238095238095238,55,50,26,20,150,25,20,3,2023-01-01,
0,401105.02133658726,0.5850144092219021,203,144,18,50,180,20,15,2,2023-01-01,
0,182075.9218263463,0.773109243697479,92,27,29,60,160,40,35,4,2023-01-01,
0,474263.4532942434,0.6641221374045801,261,132,97,40,160,15,10,3,2023-01-01,
0,471386.9213322085,0.6742424242424242,267,129,121,20,190,10,5,4,2023-01-01,
0,111493.5601560014,0.464,58,67,1,40,190,35,35,1,2023-01-01,
0,88244.69888039152,0.4491525423728814,53,65,9,30,170,30,30,1,2023-01-01,
0,115592.6763329654,0.7065217391304348,65,27,39,20,150,25,20,4,2023-01-01,
0,360693.55169329816,0.639751552795031,206,116,43,50,180,20,15,3,2023-01-01,
0,173883.56064151775,0.5203252032520326,64,59,4,60,160,40,40,1,2023-01-01,
0,449963.1540273442,0.7372881355932204,261,93,136,40,160,15,10,4,2023-01-01,
0,470330.3673828158,0.5351473922902494,236,205,14,20,190,10,10,1,2023-01-01,
0,139542.84899062073,0.5655737704918032,69,53,4,40,190,35,35,2,2023-01-01,
0,182035.21699612905,0.5789473684210527,66,48,13,30,170,30,30,2,2023-01-01,
0,38899.823229645655,0.3471074380165289,42,79,1,20,150,25,25,1,2023-01-01,
0,285007.8282656217,0.6655172413793103,193,97,75,50,180,20,15,4,2023-01-01,
0,196252.52798654995,0.6333333333333333,76,44,7,60,160,40,40,2,2023-01-01,
0,242773.2506031767,0.4545454545454545,190,228,13,40,160,15,15,1,2023-01-01,
0,534376.7298605323,0.6091127098321343,254,163,38,20,190,10,10,2,2023-01-01,
0,139734.72889501922,0.6460176991150443,73,40,13,40,190,35,35,3,2023-01-01,
0,154205.88477483136,0.6078431372549019,62,40,25,30,170,30,30,3,2023-01-01,
0,92031.57072464214,0.4454545454545454,49,61,12,20,150,25,25,2,2023-01-01,
0,250422.18975882567,0.5031847133757962,158,156,6,50,180,20,20,1,2023-01-01,
0,182113.84243293057,0.7767857142857143,87,25,15,60,160,40,40,3,2023-01-01,
0,382516.7938137793,0.6025974025974026,232,153,46,40,160,15,15,2,2023-01-01,
0,500074.9667769323,0.6434108527131783,249,138,68,20,190,10,10,3,2023-01-01,
0,132353.3891667666,0.6545454545454545,72,38,16,40,190,35,35,4,2023-01-01,
0,134568.79147876403,0.7157894736842105,68,27,32,30,170,30,30,4,2023-01-01,
0,94484.59555086352,0.5208333333333334,50,46,26,20,150,25,25,3,2023-01-01,
0,345858.39886911906,0.5756578947368421,175,129,16,50,180,20,20,2,2023-01-01,
0,157584.9957340515,0.82,82,18,27,60,160,40,40,4,2023-01-01,
0,398865.6353716108,0.6521739130434783,225,120,86,40,160,15,15,3,2023-01-01,
0,397324.83033630025,0.6694915254237288,237,117,101,20,190,10,10,4,2023-01-01,
0,103794.40024744852,0.4473684210526316,51,63,1,40,190,35,40,1,2023-01-01,
0,87912.95255484805,0.4513274336283185,51,62,9,30,170,30,35,1,2023-01-01,
0,107532.9751808723,0.7108433734939759,59,24,39,20,150,25,25,4,2023-01-01,
0,314156.91128456075,0.6453900709219859,182,100,38,50,180,20,20,3,2023-01-01,
0,632123.6907138122,0.5007215007215007,347,346,13,60,170,5,5,1,2023-01-01,
0,390957.7145176233,0.7290322580645161,226,84,121,40,160,15,15,4,2023-01-01,
0,461738.9165122191,0.5653333333333334,212,163,13,20,190,10,15,1,2023-01-01,
0,126263.03711712422,0.5765765765765766,64,47,4,40,190,35,40,2,2023-01-01,
0,180849.077235297,0.5688073394495413,62,47,13,30,170,30,35,2,2023-01-01,
0,19555.53147558582,0.3303571428571428,37,75,0,20,150,25,30,1,2023-01-01,
0,240552.36608748365,0.6758893280632411,171,82,67,50,180,20,20,4,2023-01-01,
0,760442.4035763417,0.6283987915407855,416,246,44,60,170,5,5,2,2023-01-01,
0,236064.29104319075,0.4733893557422969,169,188,12,40,160,15,20,1,2023-01-01,
0,514099.784880705,0.6440677966101694,228,126,34,20,190,10,15,2,2023-01-01,
0,125196.5708116918,0.638095238095238,67,38,10,40,190,35,40,3,2023-01-01,
0,151717.01793295704,0.6020408163265306,59,39,24,30,170,30,35,3,2023-01-01,
0,91027.3644409664,0.4466019417475728,46,57,9,20,150,25,30,2,2023-01-01,
0,230420.2370767559,0.5156794425087108,148,139,9,50,180,20,25,1,2023-01-01,
0,722071.3690972669,0.6600331674958541,398,205,103,60,170,5,5,3,2023-01-01,
0,353144.75973560207,0.6196319018404908,202,124,43,40,160,15,20,2,2023-01-01,
0,474032.0184694937,0.6696969696969697,221,109,58,20,190,10,15,3,2023-01-01,
0,118047.37879994238,0.6568627450980392,67,35,13,40,190,35,40,4,2023-01-01,
0,132600.1216490322,0.7032967032967034,64,27,31,30,170,30,35,4,2023-01-01,
0,97168.7310737254,0.5384615384615384,49,42,21,20,150,25,30,3,2023-01-01,
0,336685.51446657756,0.5964285714285714,167,113,16,50,180,20,25,2,2023-01-01,
0,627805.852172625,0.6740331491712708,366,177,163,60,170,5,5,4,2023-01-01,
0,353482.0292550397,0.6655172413793103,193,97,79,40,160,15,20,3,2023-01-01,
0,370842.4970718695,0.6797385620915033,208,98,82,20,190,10,15,4,2023-01-01,
0,151419.16505588367,0.551948051948052,85,69,5,40,190,40,5,1,2023-01-01,
0,84871.5933069721,0.4433962264150943,47,59,9,30,170,30,40,1,2023-01-01,
0,110800.42558205216,0.7215189873417721,57,22,33,20,150,25,30,4,2023-01-01,
0,308200.2546724394,0.648854961832061,170,92,34,50,180,20,25,3,2023-01-01,
0,601115.4788793293,0.5089430894308943,313,302,12,60,170,5,10,1,2023-01-01,
0,344747.9184384321,0.7624521072796935,199,62,108,40,160,15,20,4,2023-01-01,
0,438506.3061535626,0.5811209439528023,197,142,9,20,190,10,20,1,2023-01-01,
0,178292.7382956845,0.6225165562913907,94,57,8,40,190,40,5,2,2023-01-01,
0,175900.28648437405,0.5631067961165048,58,45,12,30,170,30,40,2,2023-01-01,
0,13945.500250839405,0.3333333333333333,35,70,0,20,150,25,35,1,2023-01-01,
0,225509.01725178264,0.6751054852320675,160,77,59,50,180,20,25,4,2023-01-01,
0,689662.1478598688,0.6410256410256411,375,210,42,60,170,5,10,2,2023-01-01,
0,231341.8169044881,0.484472049689441,156,166,12,40,160,15,25,1,2023-01-01,
0,502903.5586466349,0.6645962732919255,214,108,26,20,190,10,20,2,2023-01-01,
0,187522.5980417468,0.7122302158273381,99,40,20,40,190,40,5,3,2023-01-01,
0,150325.18026526723,0.6021505376344086,56,37,22,30,170,30,40,3,2023-01-01,
0,88533.0069566161,0.4583333333333333,44,52,9,20,150,25,35,2,2023-01-01,
0,231340.2037157296,0.5072992700729927,139,135,7,50,180,20,30,1,2023-01-01,
0,671078.2760794102,0.6754716981132075,358,172,97,60,170,5,10,3,2023-01-01,
0,343337.66760288243,0.6288659793814433,183,108,43,40,160,15,25,2,2023-01-01,
0,473392.59323946835,0.6897689768976898,209,94,45,20,190,10,20,3,2023-01-01,
0,158671.5850664444,0.7222222222222222,91,35,33,40,190,40,5,4,2023-01-01,
0,125004.06557714212,0.6976744186046512,60,26,29,30,170,30,40,4,2023-01-01,
0,94083.33934789411,0.5581395348837209,48,38,19,20,150,25,35,3,2023-01-01,
0,348953.3991309728,0.6217228464419475,166,101,14,50,180,20,30,2,2023-01-01,
0,568487.5851363365,0.6924686192468619,331,147,149,60,170,5,10,4,2023-01-01,
0,343405.6834595489,0.6731517509727627,173,84,77,40,160,15,25,3,2023-01-01,
0,359768.83686374215,0.6964285714285714,195,85,68,20,190,10,20,4,2023-01-01,
0,124524.6828753674,0.5403225806451613,67,57,5,40,190,40,10,1,2023-01-01,
0,152897.2711056042,0.5067567567567568,75,73,8,30,170,35,5,1,2023-01-01,
0,112530.92630630537,0.75,57,19,29,20,150,25,35,4,2023-01-01,
0,320881.85554402525,0.6666666666666666,170,85,26,50,180,20,30,3,2023-01-01,
0,565233.740871078,0.5145454545454545,283,267,12,60,170,5,15,1,2023-01-01,
0,337096.9584200172,0.7641921397379913,175,54,105,40,160,15,25,4,2023-01-01,
0,408334.3839573698,0.5967741935483871,185,125,10,20,190,10,25,1,2023-01-01,
0,141309.43334903684,0.5950413223140496,72,49,8,40,190,40,10,2,2023-01-01,
0,157224.5235575596,0.5694444444444444,82,62,12,30,170,35,5,2,2023-01-01,
0,19580.492365325015,0.3490566037735849,37,69,1,20,150,25,40,1,2023-01-01,
0,239205.0633432272,0.683982683982684,158,73,50,50,180,20,30,4,2023-01-01,
0,629939.2590134927,0.6421663442940039,332,185,45,60,170,5,15,2,2023-01-01,
0,217768.7331868941,0.4965753424657534,145,147,11,40,160,15,30,1,2023-01-01,
0,476676.29113428574,0.6722408026755853,201,98,21,20,190,10,25,2,2023-01-01,
0,142990.02763164497,0.6605504587155964,72,37,20,40,190,40,10,3,2023-01-01,
0,143432.54776180146,0.5923076923076923,77,53,26,30,170,35,5,3,2023-01-01,
0,92505.02527213813,0.4742268041237113,46,51,10,20,150,25,40,2,2023-01-01,
0,211663.09038268897,0.5038759689922481,130,128,6,50,180,20,35,1,2023-01-01,
0,609851.8125220004,0.6780383795309168,318,151,93,60,170,5,15,3,2023-01-01,
0,349813.7394340064,0.6463878326996197,170,93,40,40,160,15,30,2,2023-01-01,
0,446883.1470158732,0.693950177935943,195,86,39,20,190,10,25,3,2023-01-01,
0,141282.72488534928,0.7115384615384616,74,30,25,40,190,40,10,4,2023-01-01,
0,138008.9387982656,0.6923076923076923,81,36,39,30,170,35,5,4,2023-01-01,
0,93583.6966728737,0.5581395348837209,48,38,21,20,150,25,40,3,2023-01-01,
0,342909.31834684056,0.6284584980237155,159,94,11,50,180,20,35,2,2023-01-01,
0,518450.309747073,0.7105882352941176,302,123,137,60,170,5,15,4,2023-01-01,
0,332724.54328098916,0.6929824561403509,158,70,75,40,160,15,30,3,2023-01-01,
0,110738.94967842444,0.5636363636363636,62,48,3,40,190,40,15,1,2023-01-01,
0,341206.09436008247,0.6981132075471698,185,80,55,20,190,10,25,4,2023-01-01,
0,101760.47384586926,0.4818181818181818,53,57,9,30,170,35,10,1,2023-01-01,
0,111723.28351431394,0.7402597402597403,57,20,30,20,150,25,40,4,2023-01-01,
0,311686.0240153321,0.6790123456790124,165,78,21,50,180,20,35,3,2023-01-01,
0,532435.2316974254,0.5121457489878543,253,241,10,60,170,5,20,1,2023-01-01,
0,330471.57020195294,0.7961165048543689,164,42,97,40,160,15,30,4,2023-01-01,
0,125920.37602708567,0.5981308411214953,64,43,6,40,190,40,15,2,2023-01-01,
0,400789.4207550861,0.5876288659793815,171,120,7,20,190,10,30,1,2023-01-01,
0,125457.61867132026,0.5596330275229358,61,48,10,30,170,35,10,2,2023-01-01,
0,144462.67138879272,0.525,84,76,6,20,150,30,5,1,2023-01-01,
0,222643.23866415763,0.7045454545454546,155,65,44,50,180,20,35,4,2023-01-01,
0,592787.1570178666,0.6495726495726496,304,164,36,60,170,5,20,2,2023-01-01,
0,212221.9863186845,0.5036231884057971,139,137,11,40,160,15,35,1,2023-01-01,
0,145236.2074707529,0.6979166666666666,67,29,17,40,190,40,15,3,2023-01-01,
0,452672.0031273205,0.6678571428571428,187,93,18,20,190,10,30,2,2023-01-01,
0,108115.46385435354,0.57,57,43,19,30,170,35,10,3,2023-01-01,
0,213978.48802902212,0.6442953020134228,96,53,17,20,150,30,5,2,2023-01-01,
0,185961.31232669568,0.4773662551440329,116,127,7,50,180,20,40,1,2023-01-01,
0,565542.8409436159,0.6682464454976303,282,140,82,60,170,5,20,3,2023-01-01,
0,340505.1462908931,0.6612903225806451,164,84,39,40,160,15,35,2,2023-01-01,
0,118781.69022341652,0.7222222222222222,65,25,23,40,190,40,15,4,2023-01-01,
0,427330.5196283156,0.6981132075471698,185,80,33,20,190,10,30,3,2023-01-01,
0,104765.18334100489,0.6966292134831461,62,27,30,30,170,35,10,4,2023-01-01,
0,151605.0769772659,0.6814814814814815,92,43,31,20,150,30,5,3,2023-01-01,
0,304886.85467011493,0.5966386554621849,142,96,12,50,180,20,40,2,2023-01-01,
0,462510.3832343697,0.7007874015748031,267,114,123,60,170,5,20,4,2023-01-01,
0,330290.54926769465,0.7149532710280374,153,61,73,40,160,15,35,3,2023-01-01,
0,100866.5682908154,0.5544554455445545,56,45,3,40,190,40,20,1,2023-01-01,
0,326945.085053999,0.704,176,74,48,20,190,10,30,4,2023-01-01,
0,61060.750449180116,0.4430379746835443,35,44,6,30,170,35,15,1,2023-01-01,
0,148269.47813983724,0.7786885245901639,95,27,44,20,150,30,5,4,2023-01-01,
0,284418.9582799633,0.6506550218340611,149,80,21,50,180,20,40,3,2023-01-01,
0,514483.785199996,0.5231481481481481,226,206,11,60,170,5,25,1,2023-01-01,
0,327456.6885169317,0.8031088082901554,155,38,94,40,160,15,35,4,2023-01-01,
0,124232.39435757864,0.62,62,38,4,40,190,40,20,2,2023-01-01,
0,99991.26907584292,0.5512820512820513,43,35,7,30,170,35,15,2,2023-01-01,
0,384862.8023414837,0.5899280575539568,164,114,7,20,190,10,35,1,2023-01-01,
0,83674.14612664629,0.4636363636363636,51,59,5,20,150,30,10,1,2023-01-01,
